attendance_id,student_id,course_id,lecture_date,status
ATT002636,STU00415,CRS018,2026-06-23,Present
ATT002637,STU00270,CRS006,2026-06-28,Late
ATT002638,STU00962,CRS018,2026-06-17,Present
ATT002639,STU00083,CRS011,2026-06-21,Present
ATT002640,STU00189,CRS019,2026-06-06,Late
ATT002641,STU00887,CRS004,2026-04-27,Late
ATT002642,STU00831,CRS001,2026-04-18,Absent
ATT002643,STU00223,CRS005,2026-04-13,Present
ATT002644,STU00755,CRS017,2026-05-17,Present
ATT002645,STU00417,CRS001,2026-05-22,Late
ATT002646,STU00535,CRS009,2026-06-17,Late
ATT002647,STU00813,CRS007,2026-05-16,Absent
ATT002648,STU00560,CRS008,2026-04-12,Present
ATT002649,STU00440,CRS007,2026-06-11,Late
ATT002650,STU00682,CRS013,2026-04-28,Present
ATT002651,STU00844,CRS017,2026-05-31,Absent
ATT002652,STU00352,CRS005,2026-05-20,Absent
ATT002653,STU00997,CRS019,2026-06-18,Absent
ATT002654,STU00932,CRS019,2026-04-16,Absent
ATT002655,STU00275,CRS008,2026-05-11,Late
ATT002656,STU00876,CRS004,2026-04-11,Late
ATT002657,STU00430,CRS009,2026-05-30,Late
ATT002658,STU00619,CRS016,2026-04-22,Present
ATT002659,STU00117,CRS013,2026-04-20,Late
ATT002660,STU00195,CRS009,2026-06-07,Late
ATT002661,STU00131,CRS019,2026-05-30,Present
ATT002662,STU00833,CRS019,2026-04-09,Present
ATT002663,STU00990,CRS008,2026-05-10,Present
ATT002664,STU00728,CRS002,2026-06-04,Present
ATT002665,STU00255,CRS002,2026-04-15,Late
ATT002666,STU00073,CRS013,2026-06-23,Present
ATT002667,STU00988,CRS007,2026-06-21,Absent
ATT002668,STU00982,CRS004,2026-06-08,Late
ATT002669,STU00002,CRS007,2026-04-20,Late
ATT002670,STU00113,CRS001,2026-04-24,Absent
ATT002671,STU00109,CRS011,2026-05-13,Present
ATT002672,STU00457,CRS005,2026-06-20,Present
ATT002673,STU00741,CRS004,2026-04-12,Absent
ATT002674,STU00332,CRS014,2026-04-13,Absent
ATT002675,STU00675,CRS017,2026-05-19,Late
ATT002676,STU00281,CRS015,2026-06-05,Late
ATT002677,STU00206,CRS005,2026-04-09,Present
ATT002678,STU00398,CRS012,2026-06-02,Present
ATT002679,STU00890,CRS008,2026-06-18,Absent
ATT002680,STU00500,CRS009,2026-06-23,Absent
ATT002681,STU00050,CRS009,2026-06-08,Present
ATT002682,STU00443,CRS015,2026-05-25,Present
ATT002683,STU00062,CRS002,2026-05-28,Late
ATT002684,STU00469,CRS017,2026-05-04,Absent
ATT002685,STU00208,CRS014,2026-06-04,Present
ATT002686,STU00902,CRS010,2026-06-06,Present
ATT002687,STU00290,CRS009,2026-05-05,Present
ATT002688,STU00436,CRS001,2026-05-28,Absent
ATT002689,STU00804,CRS017,2026-05-21,Present
ATT002690,STU00600,CRS015,2026-06-17,Absent
ATT002691,STU00310,CRS008,2026-06-12,Absent
ATT002692,STU00205,CRS009,2026-04-21,Absent
ATT002693,STU00986,CRS013,2026-04-11,Absent
ATT002694,STU00164,CRS016,2026-04-08,Present
ATT002695,STU00448,CRS005,2026-04-09,Present
ATT002696,STU00799,CRS008,2026-06-06,Late
ATT002697,STU00497,CRS013,2026-06-24,Present
ATT002698,STU00971,CRS018,2026-06-07,Late
ATT002699,STU00657,CRS005,2026-04-11,Present
ATT002700,STU00274,CRS012,2026-05-04,Late
ATT002701,STU00260,CRS004,2026-06-16,Absent
ATT002702,STU00882,CRS017,2026-06-25,Absent
ATT002703,STU00764,CRS013,2026-05-22,Present
ATT002704,STU00064,CRS019,2026-04-01,Present
ATT002705,STU00247,CRS010,2026-04-06,Absent
ATT002706,STU00829,CRS008,2026-05-19,Late
ATT002707,STU00953,CRS018,2026-06-16,Late
ATT002708,STU00588,CRS017,2026-06-28,Present
ATT002709,STU00642,CRS016,2026-04-29,Late
ATT002710,STU00003,CRS005,2026-05-03,Present
ATT002711,STU00335,CRS018,2026-06-01,Absent
ATT002712,STU00581,CRS011,2026-06-11,Present
ATT002713,STU00492,CRS007,2026-05-17,Present
ATT002714,STU00111,CRS010,2026-05-25,Late
ATT002715,STU00782,CRS014,2026-04-20,Absent
ATT002716,STU00712,CRS009,2026-05-06,Late
ATT002717,STU00204,CRS013,2026-05-19,Late
ATT002718,STU00862,CRS020,2026-05-12,Late
ATT002719,STU00577,CRS012,2026-04-14,Present
ATT002720,STU00389,CRS016,2026-06-24,Late
ATT002721,STU00200,CRS008,2026-06-15,Absent
ATT002722,STU00046,CRS011,2026-05-15,Absent
ATT002723,STU00482,CRS008,2026-05-12,Late
ATT002724,STU00341,CRS016,2026-05-25,Present
ATT002725,STU00441,CRS018,2026-04-14,Present
ATT002726,STU00706,CRS003,2026-05-30,Present
ATT002727,STU00578,CRS005,2026-06-12,Present
ATT002728,STU00420,CRS002,2026-06-03,Present
ATT002729,STU00478,CRS014,2026-05-24,Late
ATT002730,STU00756,CRS003,2026-04-28,Present
ATT002731,STU00697,CRS018,2026-06-29,Absent
ATT002732,STU00735,CRS005,2026-04-12,Present
ATT002733,STU00755,CRS007,2026-06-29,Present
ATT002734,STU00379,CRS004,2026-06-03,Present
ATT002735,STU00262,CRS001,2026-05-14,Late
ATT002736,STU00418,CRS004,2026-06-14,Absent
ATT002737,STU00658,CRS019,2026-05-15,Absent
ATT002738,STU00914,CRS007,2026-06-03,Present
ATT002739,STU00348,CRS008,2026-05-04,Late
ATT002740,STU00121,CRS003,2026-06-28,Absent
ATT002741,STU00810,CRS020,2026-04-30,Late
ATT002742,STU00764,CRS008,2026-06-14,Present
ATT002743,STU00487,CRS009,2026-04-19,Late
ATT002744,STU00171,CRS001,2026-06-05,Absent
ATT002745,STU00836,CRS007,2026-06-12,Absent
ATT002746,STU00908,CRS011,2026-06-03,Present
ATT002747,STU00090,CRS017,2026-04-05,Late
ATT002748,STU00234,CRS019,2026-06-17,Absent
ATT002749,STU00000,CRS014,2026-04-17,Late
ATT002750,STU00357,CRS012,2026-05-14,Absent
ATT002751,STU00569,CRS006,2026-05-06,Present
ATT002752,STU00756,CRS004,2026-06-28,Late
ATT002753,STU00585,CRS001,2026-05-30,Late
ATT002754,STU00281,CRS007,2026-06-16,Present
ATT002755,STU00842,CRS006,2026-06-29,Present
ATT002756,STU00755,CRS002,2026-05-20,Late
ATT002757,STU00183,CRS007,2026-05-01,Present
ATT002758,STU00202,CRS005,2026-06-01,Absent
ATT002759,STU00471,CRS002,2026-06-29,Late
ATT002760,STU00460,CRS008,2026-06-08,Late
ATT002761,STU00137,CRS002,2026-05-06,Present
ATT002762,STU00743,CRS007,2026-05-18,Absent
ATT002763,STU00642,CRS010,2026-04-26,Late
ATT002764,STU00442,CRS005,2026-06-02,Late
ATT002765,STU00064,CRS006,2026-04-18,Absent
ATT002766,STU00387,CRS001,2026-06-17,Present
ATT002767,STU00383,CRS002,2026-05-06,Late
ATT002768,STU00179,CRS014,2026-04-12,Present
ATT002769,STU00086,CRS006,2026-06-07,Present
ATT002770,STU00074,CRS005,2026-05-23,Absent
ATT002771,STU00111,CRS014,2026-06-12,Present
ATT002772,STU00716,CRS006,2026-06-16,Absent
ATT002773,STU00730,CRS017,2026-06-03,Late
ATT002774,STU00568,CRS017,2026-05-12,Late
ATT002775,STU00920,CRS019,2026-04-15,Absent
ATT002776,STU00907,CRS015,2026-04-13,Present
ATT002777,STU00848,CRS020,2026-06-02,Late
ATT002778,STU00676,CRS019,2026-04-27,Present
ATT002779,STU00976,CRS015,2026-04-14,Absent
ATT002780,STU00176,CRS020,2026-04-20,Absent
ATT002781,STU00285,CRS011,2026-06-07,Absent
ATT002782,STU00620,CRS007,2026-06-06,Late
ATT002783,STU00817,CRS001,2026-04-01,Present
ATT002784,STU00415,CRS010,2026-06-05,Absent
ATT002785,STU00791,CRS018,2026-05-22,Absent
ATT002786,STU00949,CRS003,2026-06-01,Late
ATT002787,STU00118,CRS005,2026-06-28,Present
ATT002788,STU00235,CRS018,2026-04-14,Present
ATT002789,STU00573,CRS016,2026-06-25,Absent
ATT002790,STU00931,CRS019,2026-05-09,Late
ATT002791,STU00755,CRS005,2026-06-15,Present
ATT002792,STU00530,CRS006,2026-06-23,Late
ATT002793,STU00896,CRS008,2026-04-09,Present
ATT002794,STU00246,CRS002,2026-06-27,Late
ATT002795,STU00878,CRS020,2026-04-17,Late
ATT002796,STU00905,CRS003,2026-04-05,Present
ATT002797,STU00551,CRS018,2026-06-28,Present
ATT002798,STU00347,CRS017,2026-05-29,Late
ATT002799,STU00095,CRS009,2026-05-24,Absent
ATT002800,STU00340,CRS018,2026-06-27,Present
ATT002801,STU00847,CRS006,2026-05-27,Present
ATT002802,STU00437,CRS016,2026-05-07,Present
ATT002803,STU00143,CRS008,2026-04-04,Late
ATT002804,STU00651,CRS003,2026-04-22,Late
ATT002805,STU00151,CRS020,2026-05-14,Absent
ATT002806,STU00073,CRS014,2026-06-01,Late
ATT002807,STU00649,CRS018,2026-06-25,Present
ATT002808,STU00755,CRS011,2026-05-29,Absent
ATT002809,STU00168,CRS009,2026-05-04,Absent
ATT002810,STU00030,CRS002,2026-06-02,Present
ATT002811,STU00798,CRS001,2026-06-11,Late
ATT002812,STU00707,CRS001,2026-05-30,Late
ATT002813,STU00031,CRS003,2026-06-09,Absent
ATT002814,STU00168,CRS019,2026-06-17,Present
ATT002815,STU00084,CRS007,2026-05-29,Absent
ATT002816,STU00975,CRS004,2026-04-25,Absent
ATT002817,STU00802,CRS018,2026-05-29,Late
ATT002818,STU00380,CRS002,2026-05-04,Late
ATT002819,STU00766,CRS020,2026-04-11,Present
ATT002820,STU00736,CRS005,2026-04-08,Absent
ATT002821,STU00320,CRS013,2026-05-15,Late
ATT002822,STU00117,CRS017,2026-05-31,Late
ATT002823,STU00296,CRS010,2026-05-16,Absent
ATT002824,STU00163,CRS003,2026-04-03,Late
ATT002825,STU00832,CRS005,2026-05-22,Late
ATT002826,STU00684,CRS019,2026-05-22,Late
ATT002827,STU00488,CRS010,2026-04-25,Absent
ATT002828,STU00534,CRS003,2026-06-07,Present
ATT002829,STU00179,CRS010,2026-06-11,Late
ATT002830,STU00636,CRS002,2026-04-17,Absent
ATT002831,STU00388,CRS016,2026-05-14,Present
ATT002832,STU00519,CRS014,2026-05-29,Absent
ATT002833,STU00026,CRS002,2026-05-10,Late
ATT002834,STU00050,CRS001,2026-05-22,Late
ATT002835,STU00267,CRS008,2026-04-09,Absent
ATT002836,STU00353,CRS011,2026-04-06,Present
ATT002837,STU00370,CRS017,2026-06-21,Absent
ATT002838,STU00542,CRS005,2026-06-11,Absent
ATT002839,STU00386,CRS019,2026-04-17,Present
ATT002840,STU00241,CRS014,2026-06-13,Present
ATT002841,STU00816,CRS009,2026-04-02,Late
ATT002842,STU00233,CRS011,2026-05-21,Absent
ATT002843,STU00677,CRS002,2026-05-19,Absent
ATT002844,STU00317,CRS006,2026-06-13,Late
ATT002845,STU00384,CRS002,2026-05-14,Late
ATT002846,STU00731,CRS002,2026-05-17,Late
ATT002847,STU00481,CRS002,2026-05-23,Absent
ATT002848,STU00212,CRS008,2026-06-04,Absent
ATT002849,STU00616,CRS020,2026-06-11,Late
ATT002850,STU00471,CRS020,2026-04-12,Absent
ATT002851,STU00805,CRS001,2026-06-07,Late
ATT002852,STU00797,CRS017,2026-06-26,Present
ATT002853,STU00128,CRS003,2026-06-20,Present
ATT002854,STU00274,CRS002,2026-04-17,Present
ATT002855,STU00886,CRS013,2026-05-24,Absent
ATT002856,STU00854,CRS017,2026-04-17,Present
ATT002857,STU00911,CRS018,2026-05-20,Late
ATT002858,STU00756,CRS001,2026-06-12,Absent
ATT002859,STU00640,CRS009,2026-04-12,Late
ATT002860,STU00181,CRS018,2026-04-12,Absent
ATT002861,STU00510,CRS008,2026-04-19,Late
ATT002862,STU00198,CRS013,2026-04-15,Late
ATT002863,STU00782,CRS007,2026-05-21,Late
ATT002864,STU00663,CRS003,2026-06-16,Absent
ATT002865,STU00274,CRS008,2026-04-04,Present
ATT002866,STU00689,CRS003,2026-06-28,Present
ATT002867,STU00713,CRS013,2026-05-16,Late
ATT002868,STU00694,CRS010,2026-05-03,Late
ATT002869,STU00174,CRS017,2026-05-19,Late
ATT002870,STU00660,CRS010,2026-05-09,Absent
ATT002871,STU00304,CRS006,2026-06-25,Present
ATT002872,STU00248,CRS014,2026-04-01,Late
ATT002873,STU00133,CRS012,2026-04-28,Late
ATT002874,STU00742,CRS017,2026-06-25,Absent
ATT002875,STU00219,CRS004,2026-05-17,Absent
ATT002876,STU00983,CRS009,2026-06-10,Present
ATT002877,STU00473,CRS002,2026-05-30,Absent
ATT002878,STU00298,CRS013,2026-05-11,Present
ATT002879,STU00363,CRS012,2026-05-22,Absent
ATT002880,STU00887,CRS002,2026-06-02,Present
ATT002881,STU00412,CRS008,2026-05-18,Late
ATT002882,STU00691,CRS012,2026-06-28,Absent
ATT002883,STU00556,CRS006,2026-05-02,Absent
ATT002884,STU00196,CRS001,2026-05-19,Late
ATT002885,STU00086,CRS016,2026-04-19,Absent
ATT002886,STU00315,CRS014,2026-04-09,Absent
ATT002887,STU00883,CRS010,2026-06-13,Late
ATT002888,STU00589,CRS017,2026-04-22,Late
ATT002889,STU00938,CRS001,2026-04-17,Present
ATT002890,STU00748,CRS004,2026-04-27,Absent
ATT002891,STU00247,CRS018,2026-06-14,Late
ATT002892,STU00512,CRS017,2026-06-26,Present
ATT002893,STU00850,CRS009,2026-05-25,Absent
ATT002894,STU00742,CRS005,2026-04-20,Absent
ATT002895,STU00624,CRS002,2026-05-03,Late
ATT002896,STU00704,CRS011,2026-04-12,Present
ATT002897,STU00296,CRS002,2026-05-27,Absent
ATT002898,STU00244,CRS007,2026-04-07,Present
ATT002899,STU00213,CRS012,2026-04-23,Present
ATT002900,STU00848,CRS017,2026-05-05,Absent
ATT002901,STU00601,CRS011,2026-06-21,Late
ATT002902,STU00125,CRS013,2026-05-07,Late
ATT002903,STU00227,CRS005,2026-04-08,Present
ATT002904,STU00092,CRS004,2026-04-23,Late
ATT002905,STU00614,CRS015,2026-05-09,Late
ATT002906,STU00477,CRS004,2026-06-02,Late
ATT002907,STU00049,CRS020,2026-05-19,Present
ATT002908,STU00246,CRS019,2026-04-07,Present
ATT002909,STU00646,CRS007,2026-06-05,Absent
ATT002910,STU00221,CRS005,2026-06-29,Absent
ATT002911,STU00659,CRS011,2026-06-02,Present
ATT002912,STU00040,CRS014,2026-04-18,Present
ATT002913,STU00740,CRS003,2026-05-04,Present
ATT002914,STU00940,CRS020,2026-05-30,Late
ATT002915,STU00508,CRS011,2026-06-13,Absent
ATT002916,STU00097,CRS015,2026-05-25,Late
ATT002917,STU00878,CRS014,2026-05-08,Late
ATT002918,STU00737,CRS017,2026-04-14,Present
ATT002919,STU00010,CRS006,2026-06-29,Present
ATT002920,STU00840,CRS001,2026-05-10,Present
ATT002921,STU00600,CRS004,2026-04-03,Absent
ATT002922,STU00797,CRS014,2026-05-25,Present
ATT002923,STU00562,CRS005,2026-04-07,Late
ATT002924,STU00536,CRS001,2026-04-12,Present
ATT002925,STU00704,CRS013,2026-04-10,Absent
ATT002926,STU00483,CRS016,2026-05-20,Absent
ATT002927,STU00746,CRS010,2026-04-06,Late
ATT002928,STU00122,CRS014,2026-05-28,Present
ATT002929,STU00903,CRS020,2026-05-03,Late
ATT002930,STU00218,CRS013,2026-05-01,Absent
ATT002931,STU00624,CRS012,2026-04-25,Present
ATT002932,STU00907,CRS002,2026-06-18,Present
ATT002933,STU00318,CRS020,2026-04-21,Present
ATT002934,STU00827,CRS004,2026-04-01,Late
ATT002935,STU00654,CRS019,2026-05-04,Absent
ATT002936,STU00111,CRS018,2026-06-27,Absent
ATT002937,STU00231,CRS008,2026-05-05,Absent
ATT002938,STU00542,CRS016,2026-04-10,Absent
ATT002939,STU00858,CRS001,2026-06-23,Late
ATT002940,STU00142,CRS014,2026-04-16,Present
ATT002941,STU00174,CRS006,2026-06-05,Present
ATT002942,STU00621,CRS020,2026-04-28,Late
ATT002943,STU00151,CRS003,2026-06-13,Present
ATT002944,STU00462,CRS009,2026-05-15,Absent
ATT002945,STU00345,CRS014,2026-05-18,Present
ATT002946,STU00094,CRS009,2026-06-03,Present
ATT002947,STU00712,CRS010,2026-06-17,Present
ATT002948,STU00532,CRS018,2026-05-20,Absent
ATT002949,STU00963,CRS002,2026-05-25,Absent
ATT002950,STU00645,CRS001,2026-06-20,Absent
ATT002951,STU00243,CRS016,2026-04-16,Absent
ATT002952,STU00438,CRS014,2026-06-25,Late
ATT002953,STU00047,CRS017,2026-05-06,Late
ATT002954,STU00098,CRS004,2026-05-02,Late
ATT002955,STU00131,CRS014,2026-06-06,Present
ATT002956,STU00961,CRS002,2026-06-27,Present
ATT002957,STU00895,CRS002,2026-05-18,Late
ATT002958,STU00906,CRS007,2026-05-24,Absent
ATT002959,STU00399,CRS013,2026-06-16,Late
ATT002960,STU00090,CRS001,2026-05-13,Absent
ATT002961,STU00157,CRS015,2026-04-12,Present
ATT002962,STU00328,CRS007,2026-04-01,Present
ATT002963,STU00975,CRS006,2026-05-17,Present
ATT002964,STU00260,CRS011,2026-04-14,Absent
ATT002965,STU00053,CRS014,2026-04-12,Late
ATT002966,STU00563,CRS006,2026-05-05,Absent
ATT002967,STU00585,CRS004,2026-06-06,Absent
ATT002968,STU00641,CRS016,2026-04-05,Absent
ATT002969,STU00781,CRS018,2026-06-05,Late
ATT002970,STU00924,CRS005,2026-06-27,Late
ATT002971,STU00215,CRS017,2026-06-03,Absent
ATT002972,STU00297,CRS002,2026-04-23,Present
ATT002973,STU00247,CRS010,2026-05-25,Late
ATT002974,STU00004,CRS017,2026-06-03,Absent
ATT002975,STU00798,CRS007,2026-04-17,Absent
ATT002976,STU00305,CRS008,2026-06-28,Absent
ATT002977,STU00883,CRS018,2026-06-11,Late
ATT002978,STU00915,CRS017,2026-05-16,Present
ATT002979,STU00417,CRS002,2026-04-25,Present
ATT002980,STU00239,CRS012,2026-05-09,Late
ATT002981,STU00741,CRS004,2026-06-24,Present
ATT002982,STU00104,CRS012,2026-06-19,Absent
ATT002983,STU00707,CRS001,2026-06-13,Late
ATT002984,STU00841,CRS002,2026-04-28,Late
ATT002985,STU00377,CRS019,2026-06-17,Late
ATT002986,STU00724,CRS003,2026-06-25,Absent
ATT002987,STU00292,CRS019,2026-05-07,Present
ATT002988,STU00957,CRS001,2026-04-29,Late
ATT002989,STU00463,CRS009,2026-04-09,Late
ATT002990,STU00826,CRS006,2026-04-08,Absent
ATT002991,STU00774,CRS020,2026-06-05,Late
ATT002992,STU00586,CRS020,2026-06-25,Late
ATT002993,STU00430,CRS020,2026-04-15,Late
ATT002994,STU00827,CRS013,2026-04-06,Late
ATT002995,STU00303,CRS018,2026-06-06,Late
ATT002996,STU00619,CRS020,2026-05-20,Late
ATT002997,STU00747,CRS015,2026-05-15,Present
ATT002998,STU00910,CRS017,2026-06-18,Absent
ATT002999,STU00148,CRS018,2026-06-26,Absent
ATT003000,STU00593,CRS013,2026-05-09,Late
ATT003001,STU00974,CRS019,2026-05-16,Present
ATT003002,STU00150,CRS011,2026-06-05,Late
ATT003003,STU00105,CRS010,2026-05-14,Present
ATT003004,STU00790,CRS017,2026-05-17,Absent
ATT003005,STU00583,CRS020,2026-06-29,Present
ATT003006,STU00976,CRS006,2026-06-19,Present
ATT003007,STU00110,CRS006,2026-06-02,Present
ATT003008,STU00301,CRS005,2026-05-07,Absent
ATT003009,STU00413,CRS019,2026-05-26,Late
ATT003010,STU00983,CRS002,2026-06-21,Absent
ATT003011,STU00637,CRS001,2026-06-07,Late
ATT003012,STU00484,CRS005,2026-06-04,Absent
ATT003013,STU00655,CRS004,2026-06-03,Absent
ATT003014,STU00782,CRS014,2026-06-07,Present
ATT003015,STU00657,CRS015,2026-04-22,Present
ATT003016,STU00767,CRS007,2026-06-06,Absent
ATT003017,STU00575,CRS008,2026-06-25,Late
ATT003018,STU00621,CRS008,2026-06-14,Absent
ATT003019,STU00686,CRS020,2026-06-19,Absent
ATT003020,STU00665,CRS008,2026-05-18,Late
ATT003021,STU00141,CRS018,2026-05-25,Present
ATT003022,STU00856,CRS010,2026-05-25,Present
ATT003023,STU00918,CRS012,2026-06-26,Absent
ATT003024,STU00908,CRS004,2026-05-31,Present
ATT003025,STU00923,CRS019,2026-06-19,Late
ATT003026,STU00444,CRS011,2026-05-18,Present
ATT003027,STU00562,CRS005,2026-04-21,Absent
ATT003028,STU00604,CRS012,2026-04-07,Late
ATT003029,STU00692,CRS005,2026-06-15,Absent
ATT003030,STU00676,CRS009,2026-05-17,Present
ATT003031,STU00802,CRS018,2026-06-25,Absent
ATT003032,STU00586,CRS013,2026-05-09,Absent
ATT003033,STU00416,CRS003,2026-05-05,Present
ATT003034,STU00015,CRS018,2026-05-04,Absent
ATT003035,STU00828,CRS014,2026-04-11,Present
ATT003036,STU00688,CRS005,2026-06-22,Present
ATT003037,STU00826,CRS017,2026-04-23,Absent
ATT003038,STU00585,CRS011,2026-05-19,Present
ATT003039,STU00257,CRS007,2026-06-08,Absent
ATT003040,STU00408,CRS018,2026-04-11,Present
ATT003041,STU00246,CRS019,2026-04-27,Absent
ATT003042,STU00870,CRS017,2026-04-27,Absent
ATT003043,STU00641,CRS002,2026-04-20,Present
ATT003044,STU00852,CRS006,2026-06-06,Absent
ATT003045,STU00770,CRS008,2026-05-22,Present
ATT003046,STU00006,CRS017,2026-04-20,Absent
ATT003047,STU00614,CRS013,2026-04-28,Absent
ATT003048,STU00064,CRS002,2026-06-23,Present
ATT003049,STU00853,CRS013,2026-05-28,Late
ATT003050,STU00206,CRS003,2026-06-14,Present
ATT003051,STU00684,CRS007,2026-04-04,Late
ATT003052,STU00342,CRS001,2026-05-12,Present
ATT003053,STU00968,CRS003,2026-05-26,Absent
ATT003054,STU00540,CRS002,2026-05-14,Late
ATT003055,STU00663,CRS009,2026-05-03,Present
ATT003056,STU00300,CRS020,2026-05-26,Present
ATT003057,STU00878,CRS011,2026-04-30,Present
ATT003058,STU00464,CRS014,2026-05-02,Present
ATT003059,STU00883,CRS017,2026-04-01,Present
ATT003060,STU00892,CRS019,2026-06-20,Absent
ATT003061,STU00657,CRS014,2026-04-17,Late
ATT003062,STU00147,CRS002,2026-05-02,Late
ATT003063,STU00377,CRS008,2026-04-10,Late
ATT003064,STU00286,CRS009,2026-05-15,Present
ATT003065,STU00917,CRS016,2026-04-08,Absent
ATT003066,STU00453,CRS020,2026-05-17,Absent
ATT003067,STU00400,CRS006,2026-04-14,Present
ATT003068,STU00731,CRS015,2026-04-12,Present
ATT003069,STU00743,CRS013,2026-05-14,Absent
ATT003070,STU00687,CRS005,2026-04-15,Late
ATT003071,STU00140,CRS012,2026-05-30,Present
ATT003072,STU00568,CRS003,2026-04-21,Late
ATT003073,STU00893,CRS016,2026-05-06,Late
ATT003074,STU00640,CRS016,2026-04-27,Absent
ATT003075,STU00945,CRS002,2026-05-09,Present
ATT003076,STU00578,CRS020,2026-04-17,Present
ATT003077,STU00787,CRS009,2026-06-13,Present
ATT003078,STU00406,CRS017,2026-04-10,Late
ATT003079,STU00546,CRS009,2026-05-10,Present
ATT003080,STU00993,CRS007,2026-06-15,Present
ATT003081,STU00207,CRS015,2026-04-15,Present
ATT003082,STU00091,CRS005,2026-05-02,Absent
ATT003083,STU00366,CRS006,2026-05-10,Present
ATT003084,STU00353,CRS013,2026-05-03,Present
ATT003085,STU00478,CRS018,2026-06-18,Present
ATT003086,STU00475,CRS001,2026-04-18,Present
ATT003087,STU00869,CRS006,2026-04-18,Late
ATT003088,STU00104,CRS003,2026-04-04,Late
ATT003089,STU00167,CRS001,2026-05-06,Absent
ATT003090,STU00115,CRS008,2026-06-06,Absent
ATT003091,STU00243,CRS017,2026-06-21,Late
ATT003092,STU00325,CRS005,2026-04-15,Absent
ATT003093,STU00507,CRS018,2026-04-18,Late
ATT003094,STU00999,CRS012,2026-05-14,Absent
ATT003095,STU00124,CRS007,2026-05-30,Present
ATT003096,STU00458,CRS003,2026-04-24,Late
ATT003097,STU00558,CRS010,2026-05-08,Absent
ATT003098,STU00270,CRS019,2026-05-20,Present
ATT003099,STU00743,CRS006,2026-06-11,Late
ATT003100,STU00330,CRS002,2026-06-04,Present
ATT003101,STU00884,CRS013,2026-04-30,Absent
ATT003102,STU00522,CRS002,2026-06-08,Present
ATT003103,STU00441,CRS009,2026-06-19,Absent
ATT003104,STU00054,CRS008,2026-05-16,Absent
ATT003105,STU00209,CRS009,2026-06-23,Present
ATT003106,STU00407,CRS016,2026-06-15,Late
ATT003107,STU00110,CRS005,2026-05-05,Absent
ATT003108,STU00758,CRS016,2026-04-10,Late
ATT003109,STU00525,CRS006,2026-04-10,Present
ATT003110,STU00076,CRS001,2026-04-02,Present
ATT003111,STU00654,CRS003,2026-04-14,Absent
ATT003112,STU00915,CRS019,2026-05-16,Late
ATT003113,STU00847,CRS006,2026-06-09,Present
ATT003114,STU00643,CRS007,2026-04-22,Absent
ATT003115,STU00531,CRS014,2026-06-01,Present
ATT003116,STU00586,CRS018,2026-05-01,Absent
ATT003117,STU00752,CRS016,2026-06-27,Late
ATT003118,STU00703,CRS020,2026-06-06,Absent
ATT003119,STU00239,CRS014,2026-05-10,Present
ATT003120,STU00895,CRS018,2026-04-27,Present
ATT003121,STU00897,CRS004,2026-05-14,Late
ATT003122,STU00181,CRS018,2026-06-08,Late
ATT003123,STU00326,CRS014,2026-04-23,Present
ATT003124,STU00346,CRS008,2026-04-14,Late
ATT003125,STU00768,CRS015,2026-05-17,Late
ATT003126,STU00023,CRS016,2026-04-23,Late
ATT003127,STU00602,CRS018,2026-06-09,Late
ATT003128,STU00651,CRS014,2026-06-17,Absent
ATT003129,STU00697,CRS004,2026-06-29,Absent
ATT003130,STU00489,CRS002,2026-04-23,Absent
ATT003131,STU00881,CRS016,2026-06-13,Present
ATT003132,STU00921,CRS013,2026-04-18,Late
ATT003133,STU00798,CRS005,2026-06-03,Present
ATT003134,STU00373,CRS001,2026-06-12,Absent
ATT003135,STU00553,CRS005,2026-06-03,Present
ATT003136,STU00674,CRS006,2026-05-16,Present
ATT003137,STU00229,CRS012,2026-04-17,Absent
ATT003138,STU00690,CRS006,2026-06-29,Present
ATT003139,STU00402,CRS012,2026-05-24,Present
ATT003140,STU00795,CRS011,2026-05-28,Late
ATT003141,STU00458,CRS004,2026-04-21,Late
ATT003142,STU00271,CRS013,2026-04-12,Late
ATT003143,STU00153,CRS003,2026-04-04,Late
ATT003144,STU00666,CRS006,2026-06-29,Present
ATT003145,STU00584,CRS005,2026-06-23,Absent
ATT003146,STU00581,CRS013,2026-05-09,Absent
ATT003147,STU00773,CRS020,2026-05-26,Present
ATT003148,STU00570,CRS019,2026-04-09,Late
ATT003149,STU00791,CRS009,2026-04-05,Present
ATT003150,STU00440,CRS020,2026-05-07,Late
ATT003151,STU00554,CRS010,2026-04-28,Late
ATT003152,STU00888,CRS001,2026-05-27,Present
ATT003153,STU00129,CRS002,2026-04-21,Absent
ATT003154,STU00817,CRS002,2026-05-01,Late
ATT003155,STU00708,CRS008,2026-05-14,Late
ATT003156,STU00861,CRS018,2026-05-16,Absent
ATT003157,STU00998,CRS020,2026-05-28,Late
ATT003158,STU00708,CRS009,2026-04-28,Late
ATT003159,STU00992,CRS010,2026-04-25,Late
ATT003160,STU00133,CRS010,2026-04-26,Late
ATT003161,STU00345,CRS020,2026-05-02,Late
ATT003162,STU00566,CRS003,2026-05-08,Late
ATT003163,STU00086,CRS010,2026-04-29,Absent
ATT003164,STU00462,CRS018,2026-04-05,Late
ATT003165,STU00468,CRS002,2026-04-04,Late
ATT003166,STU00670,CRS015,2026-04-05,Present
